,ticker,text,0,1
88,GOOG,Alphabet Inc   Class C  GOOG  price at close              is         ,Alphabet Inc   Class C  GOOG  price at close              is         ,1
89,GOOG,GOODMORNING TALAGA HAHAHAHA GOOG NA GOOD ANG MORNING,GOODMORNING TALAGA HAHAHAHA GOOG NA GOOD ANG MORNING,1
90,GOOG, shangsxrenjun             Goog morn ing na krub  , shangsxrenjun             Goog morn ing na krub  ,-1
91,GOOG,RT  magzt     RT                                                                                                                            ,RT  magzt     RT                                                                                                                            ,1
92,GOOG,RT  bow w                                                                                                                                  ,RT  bow w                                                                                                                                  ,1
93,GOOG,                                                               ,                                                               ,1
94,GOOG,RT  JohnMu   rvtheverett Lots of upside potential  yay    Did you know the first sitemaps generator was in Python  The files from      are ,RT  JohnMu   rvtheverett Lots of upside potential  yay    Did you know the first sitemaps generator was in Python  The files from      are ,-1
95,GOOG, jikooksjo goog luck to both of us then , jikooksjo goog luck to both of us then ,1
96,GOOG, corhanhagen  seltzeredbrunch  ScottMGreer CEO doesn t control GOOG  It is their board  Pichai is simply a tool , corhanhagen  seltzeredbrunch  ScottMGreer CEO doesn t control GOOG  It is their board  Pichai is simply a tool ,1
97,GOOG,RT  treasureshop                                                                                                                            ,RT  treasureshop                                                                                                                            ,1
98,GOOG, BitFinancial io  QuangVa           uwadazechristi   Samid      reguig soufyane  Goog project, BitFinancial io  QuangVa           uwadazechristi   Samid      reguig soufyane  Goog project,1
99,GOOG, ihateyouallkkk                                                , ihateyouallkkk                                                ,1
100,GOOG,RT  BJD monglyeon                                                                                                                           ,RT  BJD monglyeon                                                                                                                           ,1
101,GOOG,RT  Chaea s bjd                                                                                        gt                                      ,RT  Chaea s bjd                                                                                        gt                                      ,1
102,GOOG, goog homs                  , goog homs                  ,1
103,GOOG,RT  jicchamatome                    ZM  OKTA  CRWD  U  GDRX  PLTR  BLK  JPM  C  GS  MS  PM  PG  UBS  LMT  TXN  SNAP  TSLA  FVRR  PINS  FB   ,RT  jicchamatome                    ZM  OKTA  CRWD  U  GDRX  PLTR  BLK  JPM  C  GS  MS  PM  PG  UBS  LMT  TXN  SNAP  TSLA  FVRR  PINS  FB   ,1
104,GOOG,Alphabet Inc   Class C  GOOG  Kurs bei B rsenschluss am             ist         ,Alphabet Inc   Class C  GOOG  Kurs bei B rsenschluss am             ist         ,1
105,GOOG, Sarocha  goog                                                        , Sarocha  goog                                                        ,1
106,GOOG,RT  stitch pololo                                                                                                                           ,RT  stitch pololo                                                                                                                           ,1
107,GOOG,RT  pastelwinter                                                                                                                            ,RT  pastelwinter                                                                                                                            ,1
108,GOOG, menearby u    , menearby u    ,1
109,GOOG,Alphabet Inc   Class C  GOOG  price at close              is         ,Alphabet Inc   Class C  GOOG  price at close              is         ,1
110,GOOG,Alphabet Inc   Class C  GOOG  price at close              is         ,Alphabet Inc   Class C  GOOG  price at close              is         ,1
111,GOOG,RT  BizNewsCentral  THERE S A VACCINE DELAY      finance  financenews  stocks  stockmarket  business  businessnews  economics  economicnews ,RT  BizNewsCentral  THERE S A VACCINE DELAY      finance  financenews  stocks  stockmarket  business  businessnews  economics  economicnews ,-1
112,GOOG, molokamoto samaa goog luck alyaa  , molokamoto samaa goog luck alyaa  ,1
113,AAPL,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,1
114,AAPL,                 Top       TSLA         ARKK         JMIA           Bottom       NIO         AAPL          RothIRA  DailyPortfolioWrapup,                 Top       TSLA         ARKK         JMIA           Bottom       NIO         AAPL          RothIRA  DailyPortfolioWrapup,1
115,AAPL,RT  InvestorVenture   SOAC  SOAC WS DEAL SOON Target END Q  LOADING ZONE EV   FSR  GIK  THCB  CIIC  GMHI  HYLN  TSLA  F  GM  NKLA  GP  RIDE ,RT  InvestorVenture   SOAC  SOAC WS DEAL SOON Target END Q  LOADING ZONE EV   FSR  GIK  THCB  CIIC  GMHI  HYLN  TSLA  F  GM  NKLA  GP  RIDE ,1
116,AAPL,RT  InvestorVenture   SOAC  SOAC WS   FSR  GIK  THCB  CIIC  GMHI  HYLN  TSLA  F  GM  NKLA  GP  RIDE  WKHS  SOLO  AYRO  FUV  HCAC  NIO  XPEV ,RT  InvestorVenture   SOAC  SOAC WS   FSR  GIK  THCB  CIIC  GMHI  HYLN  TSLA  F  GM  NKLA  GP  RIDE  WKHS  SOLO  AYRO  FUV  HCAC  NIO  XPEV ,1
117,AAPL,RT  PandaOptions   TSLA May be ready for another move higher soon  Watching     for possible entry  Targets over     at           Support a ,RT  PandaOptions   TSLA May be ready for another move higher soon  Watching     for possible entry  Targets over     at           Support a ,1
118,AAPL,RT  InvestorVenture   SOAC  SOAC WS DEAL SOON Target END Q  LOADING ZONE EV   FSR  GIK  THCB  CIIC  GMHI  HYLN  TSLA  F  GM  NKLA  GP  RIDE ,RT  InvestorVenture   SOAC  SOAC WS DEAL SOON Target END Q  LOADING ZONE EV   FSR  GIK  THCB  CIIC  GMHI  HYLN  TSLA  F  GM  NKLA  GP  RIDE ,1
119,AAPL,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,1
120,AAPL,RT  DrumminD       I am using  TradeUP  Check out  Apple  AAPL   Price        ,RT  DrumminD       I am using  TradeUP  Check out  Apple  AAPL   Price        ,1
121,AAPL,RT  Finvesting     Looking for a  Dividend Stocks  here are the lists  Buy  amp  Hold for great returns  Set up an automatic DRIP  dividend rei ,RT  Finvesting     Looking for a  Dividend Stocks  here are the lists  Buy  amp  Hold for great returns  Set up an automatic DRIP  dividend rei ,1
122,AAPL,RT  DrumminD       I am using  TradeUP  Check out  Apple  AAPL   Price        ,RT  DrumminD       I am using  TradeUP  Check out  Apple  AAPL   Price        ,1
123,AAPL,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,1
124,AAPL,Awwwww    everyone is so cute thinking  AAPL is dropping    tomorrow ,Awwwww    everyone is so cute thinking  AAPL is dropping    tomorrow ,-1
125,AAPL,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,1
126,AAPL,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,1
127,AAPL,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,1
128,AAPL,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,1
129,AAPL,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,RT  TriggerTrades  Elliott Wave   Multi Time Frame Analysis   ES F  SPX  SPY    ES continues to make news highs without any significant ret ,1
130,AAPL,I am using  TradeUP  Check out  Apple  AAPL   Price        ,I am using  TradeUP  Check out  Apple  AAPL   Price        ,1
131,AAPL, juliaccarreon Buy  AAPL , juliaccarreon Buy  AAPL ,1
132,AAPL, RandyHarrison   AAPL is a powerful and resilient brand    Perfect mix of growth and dividend increases  , RandyHarrison   AAPL is a powerful and resilient brand    Perfect mix of growth and dividend increases  ,1
133,AAPL, Trendspider J AAPL jake plz, Trendspider J AAPL jake plz,1
134,AAPL, DereckCoatney  aapl calls went bye bye yesterday and cut my longs to minimum  I am ready to  , DereckCoatney  aapl calls went bye bye yesterday and cut my longs to minimum  I am ready to  ,1
135,AAPL,RT  stocktalkweekly  One of my portfolios  EVs   TSLA  CIIC  NIO  RIDE  PIC Charging   SBE  NBAC Metals   LTHM  VALE FinTech FinService   S ,RT  stocktalkweekly  One of my portfolios  EVs   TSLA  CIIC  NIO  RIDE  PIC Charging   SBE  NBAC Metals   LTHM  VALE FinTech FinService   S ,1
136,AAPL,Apple Inc  AAPL  price at close              is        ,Apple Inc  AAPL  price at close              is        ,1
137,AAPL,RT  stoxline  Thursday  NASDAQ Top     Volume Leaders  Sundial Growers Inc    SNDL     Lizhi Inc    LIZI  Strong Buy  EverGlory    EVK  Buy ,RT  stoxline  Thursday  NASDAQ Top     Volume Leaders  Sundial Growers Inc    SNDL     Lizhi Inc    LIZI  Strong Buy  EverGlory    EVK  Buy ,1
138,AAPL,RT  alphatrades    aapl   apple is breaking out of the Elliot pattern    currently trying to break the supply of       A break of the     s ,RT  alphatrades    aapl   apple is breaking out of the Elliot pattern    currently trying to break the supply of       A break of the     s ,1
139,AAPL,So  jimcramer   said sell  BB and buy  AAPL  how do you feel about that gents   JohnChen  TomEacobacci  c agan  jdavisusmc  JustinTrudeau  ,So  jimcramer   said sell  BB and buy  AAPL  how do you feel about that gents   JohnChen  TomEacobacci  c agan  jdavisusmc  JustinTrudeau  ,-1
140,AAPL,RT  EliteOptions    SE   Trade Idea   Dec       C   bid ask             Closed at         SE has been consolidating in a range for the past ,RT  EliteOptions    SE   Trade Idea   Dec       C   bid ask             Closed at         SE has been consolidating in a range for the past ,1
141,AAPL,RT  afortunetrading  PANIC SELLING when you are in a trade   worst thing to do   You will lose your    faster than you think    This is why ,RT  afortunetrading  PANIC SELLING when you are in a trade   worst thing to do   You will lose your    faster than you think    This is why ,-1
142,AAPL,RT  ICoptionstrade   ICdailyrecap  Good evening  Here s our updated list  It s been a great week  Waiting for a couple of our  StockTwits s ,RT  ICoptionstrade   ICdailyrecap  Good evening  Here s our updated list  It s been a great week  Waiting for a couple of our  StockTwits s ,1
