,ticker,text,neg,neu,pos,compound
34,TSLA,RT  TigerWolfCap  TIGER WOLF CAPITAL        GIVEAWAY    To enter     Follow  TigerWolfCap     Comment  investing  amp  Tag   Friends    Retweet ,0.0,0.829,0.171,0.4767
35,TSLA, TSLA  TESLA INC COM   DEC            PUT,0.0,1.0,0.0,0.0
36,TSLA, austinbarnard   Buy  tsla  Get rich too ,0.0,0.581,0.419,0.5574
37,TSLA, Belleoftheball Bears still crying about  TSLA,0.383,0.617,0.0,-0.4767
38,TSLA, BrianGriffo    mobius   We need  tsla bull shirts ,0.0,1.0,0.0,0.0
39,TSLA, Yu  Nik         ,0.0,1.0,0.0,0.0
40,TSLA,RT  garyblack       I saw this same cast of characters give up on  AMZN once profitability started to soar in          Same mistakes as  TS ,0.102,0.813,0.085,-0.1027
41,TSLA,RT  garyblack    Bloomberg shows   M  TSLA shares short       of float   but most are hedges against TSLA converts   I expect many to follo ,0.0,0.922,0.078,0.1531
42,TSLA,RT  saxena puru   AMZN  NFLX  TSLA  NOW  ISRG  ILMN   What did all these stocks have in common  All of them were always  overvalued   Yet  ,0.0,1.0,0.0,0.0
43,TSLA,no one looks lit this got everyone needs no joke but can t respond to move an enemy on TSLA to now  ,0.299,0.64,0.06,-0.7469
44,TSLA, TSLA is heading for a record closing high after Goldman Sachs gives it an upgrade,0.0,1.0,0.0,0.0
45,TSLA,               ,0.0,0.0,0.0,0.0
46,TSLA,RT  garyblack       I saw this same cast of characters give up on  AMZN once profitability started to soar in          Same mistakes as  TS ,0.102,0.813,0.085,-0.1027
47,TSLA, FTI is a likely Spx deletion candidate to make room for  TSLA add in Dec,0.0,1.0,0.0,0.0
48,TSLA, Score Lando Lol  it s just cuz i m new to options and there are much more experienced people to ask in the  TSLA twitter community ,0.0,0.887,0.113,0.4215
49,TSLA,RT  ICannot Enough  Morgan Stanley names  TSLA a  Secular Growth Stock  For       Tesl is expected to generate a  higher percentage of reve ,0.0,0.88,0.12,0.3818
50,TSLA,RT  RadioSilentplay   GSM       EV stock and now look at that    target   Lithium Silica Mining play ties to  TSLA   Comment Like Share if ,0.0,0.728,0.272,0.7269
51,TSLA, realJosephRich  mcm ct If you think that s bad  wait til you see where  TSLA is trading,0.189,0.811,0.0,-0.5423
52,TSLA,Goldman raised  TSLA s price target to                I mean  I m along for the ride but wow   ,0.0,0.698,0.302,0.7351
53,TSLA, TicTocTick Will this take  Appl and  TSLA down with it ,0.0,1.0,0.0,0.0
54,TSLA, garyblack   once s amp p inclusion happens  i forsee big sell off in  TSLA,0.0,1.0,0.0,0.0
55,TSLA,RT  ICannot Enough  Morgan Stanley names  TSLA a  Secular Growth Stock  For       Tesl is expected to generate a  higher percentage of reve ,0.0,0.88,0.12,0.3818
56,TSLA,RT  BradMunchen      GS   the great vampire squid wrapped around the face of humanity   now says  TSLA is worth     BN  or    x the value o ,0.0,0.693,0.307,0.8126
57,TSLA,RT  teslashanghai  Tesla Model   sold about     k in  November in China  MoM       tsla,0.0,1.0,0.0,0.0
58,TSLA,RT  garyblack    Bloomberg shows   M  TSLA shares short       of float   but most are hedges against TSLA converts   I expect many to follo ,0.0,0.922,0.078,0.1531
59,TSLA,RT  ParikPatelCFA  Good morning everyone  I did some technical analysis on  TSLA last night and I am happy to say I reiterate my bullish po ,0.123,0.651,0.226,0.4588
60,TSLA,Which put fucking price will  TSLA open at tomorrow   Flat or more magic pump ,0.0,1.0,0.0,0.0
61,TSLA,RT  BrianGriffo  Good morning to everyone except the people shorting  TSLA ,0.0,0.775,0.225,0.4404
62,TSLA,RT  TigerWolfCap  TIGER WOLF CAPITAL        GIVEAWAY    To enter     Follow  TigerWolfCap     Comment  investing  amp  Tag   Friends    Retweet ,0.0,0.829,0.171,0.4767
63,TSLA, TSLA upgraded to a buy today lmfao,0.0,0.588,0.412,0.5423
64,TSLA,RT  jakebrowatzke  If you think a                  TSLA price target sounds crazy remember  elonmusk is trying to control the whole ecosyst ,0.118,0.882,0.0,-0.34
65,GOOG, aywach Our deal was all stock  So  GOOG  ,0.0,1.0,0.0,0.0
66,GOOG, saxena puru Is there a reason i rarely hear mention of GOOG on these lists compared to the other names ,0.0,1.0,0.0,0.0
67,GOOG,FAANMG   solo  GOOG        y todo el resto en Rojo   Es la rotacion a las  WCLD    ,0.0,1.0,0.0,0.0
68,GOOG,RT  seonho         RT                                                                                                       RT              ,0.0,1.0,0.0,0.0
69,GOOG,goog nightyyyy again ,0.0,1.0,0.0,0.0
70,GOOG, sssloomee  FCB  Lionel  altheban  mansooraljaedi                  ,0.0,1.0,0.0,0.0
71,GOOG,RT  IamMaya     Long term investments since          GOOG         AAPL         AMZN         FB         MSFT         TSLA         Bitcoin    ,0.0,1.0,0.0,0.0
72,GOOG,For someone with    k to invest  if you could only choose one  what should they buy   GOOG or  AMZN    Please comment why ,0.0,0.897,0.103,0.3182
73,GOOG, bruhbartholome goog   ,0.0,1.0,0.0,0.0
74,GOOG,RT  jicchamatome                    ZM  OKTA  CRWD  U  GDRX  PLTR  BLK  JPM  C  GS  MS  PM  PG  UBS  LMT  TXN  SNAP  TSLA  FVRR  PINS  FB   ,0.0,1.0,0.0,0.0
75,GOOG, Brokeboysaint Goog job,0.0,1.0,0.0,0.0
76,GOOG,RT  TMFStoffel  Little late  but an update on where I have Skin In The Game for my  themotleyfool writing       SHOP       of portfolio    ,0.0,1.0,0.0,0.0
77,GOOG, restii  Goog luck,0.0,0.4,0.6,0.4588
78,GOOG,RT  PsychoTrader     SNOW looking to break out more       SPY  QQQ  TSLA  ZM  BABA  GOOG  NVDA  NIO  FB  FSR  PTON  TDOC  SQ  PENN  DKNG  T ,0.0,1.0,0.0,0.0
79,GOOG,RT  StockMKTNewz  Here s how the largest stocks have performed so far today  Apple  AAPL       Microsoft  MSFT        Amazon  AMZN        A ,0.0,0.909,0.091,0.1779
80,GOOG, KamVTV You need wake up   get out main midia  find  goog news  ,0.0,1.0,0.0,0.0
81,GOOG,RT  IamMaya     Long term investments since          GOOG         AAPL         AMZN         FB         MSFT         TSLA         Bitcoin    ,0.0,1.0,0.0,0.0
82,GOOG,RT  jicchamatome                    ZM  OKTA  CRWD  U  GDRX  PLTR  BLK  JPM  C  GS  MS  PM  PG  UBS  LMT  TXN  SNAP  TSLA  FVRR  PINS  FB   ,0.0,1.0,0.0,0.0
83,GOOG,RT  TMFStoffel  Little late  but an update on where I have Skin In The Game for my  themotleyfool writing       SHOP       of portfolio    ,0.0,1.0,0.0,0.0
84,GOOG,RT  septmiracles  it s just baffling to me the way there r writers who choose to write him being a complete fucking knobhead and all i uplo ,0.0,1.0,0.0,0.0
85,GOOG,RT  nicole        Stocks to watch Dec    thru Dec     aapl  brk a  brk b  nvr  seb  bkng  cabo  goog  meli  cmg  azo  mtd  sam  wmt  bac  c ,0.0,1.0,0.0,0.0
86,GOOG, happyKANAWUTday  Happy Birthday Gulfie   May this year filled with goog health  happiness and success for you  ,0.0,0.542,0.458,0.9001
87,GOOG,RT  TMFStoffel  Little late  but an update on where I have Skin In The Game for my  themotleyfool writing       SHOP       of portfolio    ,0.0,1.0,0.0,0.0
88,GOOG,RT  TMFStoffel  Little late  but an update on where I have Skin In The Game for my  themotleyfool writing       SHOP       of portfolio    ,0.0,1.0,0.0,0.0
89,GOOG,RT  jicchamatome                    ZM  OKTA  CRWD  U  GDRX  PLTR  BLK  JPM  C  GS  MS  PM  PG  UBS  LMT  TXN  SNAP  TSLA  FVRR  PINS  FB   ,0.0,1.0,0.0,0.0
90,GOOG, stoolpresidente PAGAT is the new FAANG    PENN  AAPL  GOOG  AMZN  TSLA  stoolpresidente,0.0,1.0,0.0,0.0
91,GOOG,RT  PsychoTrader     EVK looks like itrs reversing here intraday  watch it for a possible retest of today s high         SPY  QQQ  TSLA  ZM ,0.0,0.889,0.111,0.3612
92,AAPL, AMD  AAPL not cooperating with me today    red day for me   no worries  tomorrow will be better   HAGD everyone   ,0.186,0.559,0.255,0.4278
93,AAPL,hehe  gt     AAPL Mar       Calls        FT Theo        ASK   ,0.0,0.769,0.231,0.2732
94,AAPL,me dice una fuente que  AAPL est  servida en bandeja  que plato ,0.0,1.0,0.0,0.0
95,AAPL,AAPL  gt     RSI      d                             ,0.0,0.488,0.512,0.2732
96,AAPL,RT  cedarsecurities  Fact   AAPL Airpods generated more revenue in      than  TWTR   SPOT   SHOP and  SNAP combined  via  Wedbush,0.0,1.0,0.0,0.0
97,AAPL,You really aren t supposed to get these wicks in  ES F   AAPL   AMZN and  MSFT  This is after hours liquidity type stuff,0.0,1.0,0.0,0.0
98,AAPL,RT  DankanGina   AAPL  KochmasDay   Daytrading Astonish by how bulls appears to alter the course today  Seems like bulls are on the move ju ,0.0,0.898,0.102,0.3612
99,AAPL, d h k   Apple  ethereum Wrapped Mirror AAPL Tokens ,0.0,1.0,0.0,0.0
100,AAPL, seyedoption  AAPL lagging and still looks good  Letting  ema catch up,0.15,0.643,0.207,0.2023
101,AAPL,RT  cedarsecurities  Fact   AAPL Airpods generated more revenue in      than  TWTR   SPOT   SHOP and  SNAP combined  via  Wedbush,0.0,1.0,0.0,0.0
102,AAPL,RT  DankanGina   AAPL  KochmasDay   Daytrading Astonish by how bulls appears to alter the course today  Seems like bulls are on the move ju ,0.0,0.898,0.102,0.3612
103,AAPL,AAPL  gt     RSI      d                             ,0.0,0.488,0.512,0.2732
104,AAPL,I m starting to think that  AAPL is in a bull trap mode     ,0.204,0.796,0.0,-0.3182
105,AAPL,RT  Tickeron   AAPL s    day Moving Average broke above its    day Moving Average on November           View odds for this and other indica ,0.123,0.877,0.0,-0.4215
106,AAPL, alert OT  LOTTO   Buy  NKLA   c               SPY  SPX  MSFT  AAPL  AMZN  BA  FB  GOOGL  JNJ  BRK B  V  JPM  TSLA  CMG,0.0,0.885,0.115,0.296
107,AAPL,RT  IamMaya     Long term investments since          GOOG         AAPL         AMZN         FB         MSFT         TSLA         Bitcoin    ,0.0,1.0,0.0,0.0
108,AAPL,RT  cedarsecurities  Fact   AAPL Airpods generated more revenue in      than  TWTR   SPOT   SHOP and  SNAP combined  via  Wedbush,0.0,1.0,0.0,0.0
109,AAPL,RT  Stock Pop   SEGI Black owned streaming service now live on Roku   Apple TV  Samsung Smart TV  Amazon Fire TV  And others otw   SEGI wil ,0.083,0.764,0.153,0.25
110,AAPL,Enjoying the ride since election  AAPL  PFE  APHA  CGC  CMPS  Took first foray into shrooms stocks ,0.0,0.815,0.185,0.5267
111,AAPL,AAPL  gt     RSI      d                             ,0.0,0.488,0.512,0.2732
112,AAPL, AAPL no volume no conviction   Just not ready   Plenty of true leaders ripping  no need to waste time on it ,0.407,0.495,0.099,-0.7724
113,AAPL, FSTrades You still holding your  AAPL calls  did you ever sell them haha,0.0,0.8,0.2,0.4588
114,AAPL, SPWH can also add stock here    for target of       AMZN  AAPL,0.0,1.0,0.0,0.0
115,MSFT,RT  AzureSupport  Take advantage of  Azure disk storage reservations to save on storage costs  Once disk capacity is reserved  the reservat ,0.0,0.785,0.215,0.6369
116,MSFT, AndresConstabel No esta mejor MSFT    la veo mas atrasada   ,0.216,0.784,0.0,-0.296
117,MSFT, DataMozart  JohannesVink  mim djo There is no cache in serverless sql  This is very strange ,0.248,0.752,0.0,-0.5095
118,MSFT,RT  cailen  I spoke with the early Slack sales team back in       long before MSFT had entered the space  I urged them to invest in their e ,0.0,1.0,0.0,0.0
119,MSFT,RT  cailen  I spoke with the early Slack sales team back in       long before MSFT had entered the space  I urged them to invest in their e ,0.0,1.0,0.0,0.0
120,MSFT, FinanceMaverik   MSFT and  CARR,0.0,1.0,0.0,0.0
121,MSFT,RT  MSFTEnable  Together we have the collective power to create a path toward an inclusive recovery    In honor of  IDPD  learn about stori ,0.0,0.791,0.209,0.6486
122,MSFT,RT  MicrosoftIndia  Over     of disabilities are invisible  There s a lot we can do to help  Follow the series of tweets to come for simple ,0.0,0.891,0.109,0.4019
123,MSFT, amzn double inside day I guess   amgn inside day building   msft woulda been inside day if they didn t run it for    minutes lol,0.0,0.882,0.118,0.4215
124,MSFT,RT  mskkpr                                                              Power Apps                  Power Apps                              ,0.0,1.0,0.0,0.0
125,MSFT,RT  SkypeClassroom  Exposing students to cultural diversity can help encourage new voices  amp  perspectives in your classroom   Get started wi ,0.084,0.677,0.239,0.5994
126,MSFT,RT  windowsdev  We know that many of you love Python  or want to learn more about it    So we thought we d share this helpful podcast episo ,0.0,0.668,0.332,0.8735
127,MSFT,RT  MSFTGroyper   zerohedge Besides  MSFT of course ,0.0,1.0,0.0,0.0
128,MSFT,RT  msPartner  This International Day of Persons with Disabilities  we re thinking about  MSPartner organizations that create solutions to ,0.0,0.817,0.183,0.4215
129,MSFT, zerohedge Besides  MSFT of course ,0.0,1.0,0.0,0.0
130,MSFT,RT  thekenose  Are you an undergrad student interested in learning Microsoft technologies  Join Microsoft Student Summit Africa for deep di ,0.0,0.786,0.214,0.5994
131,MSFT, pacificblue   And MSFT as well ,0.0,0.656,0.344,0.2732
132,MSFT,RT  windowsdev  We know that many of you love Python  or want to learn more about it    So we thought we d share this helpful podcast episo ,0.0,0.668,0.332,0.8735
133,MSFT,RT  windowsdev  We know that many of you love Python  or want to learn more about it    So we thought we d share this helpful podcast episo ,0.0,0.668,0.332,0.8735
134,MSFT,You really aren t supposed to get these wicks in  ES F   AAPL   AMZN and  MSFT  This is after hours liquidity type stuff,0.0,1.0,0.0,0.0
135,MSFT,RT  MSFTEnable  Rachel Bondi  Chief Partner Officer at  MicrosoftAU  manages relationships with over        partners  leading a team of mor ,0.0,1.0,0.0,0.0
136,MSFT,RT  Mm        I    that the  PowerPlatform is growing even beyond traditional  MSFT UG s    Check out this Data  amp  Business Technology UG I  ,0.0,0.918,0.082,0.1779
137,MSFT,RT  MSFTnews  Through collaboration  Microsoft and its partners aim to transform industries  Read how Siemens developed MindSphere City Gra ,0.0,1.0,0.0,0.0
138,MSFT,RT  Microsoft   Dev  We are excited to welcome  LuiseFreese and  sebastienlevert as the new members to our Microsoft     Pattern and Practi ,0.0,0.779,0.221,0.6597
139,MSFT,RT  MicrosoftStream  Learn about live events in  MicrosoftStream and  MicrosoftTeams  This webinar recording includes answering customer qu ,0.0,1.0,0.0,0.0
140,MSFT,RT  Microsoft   Dev  We are excited to welcome  LuiseFreese and  sebastienlevert as the new members to our Microsoft     Pattern and Practi ,0.0,0.779,0.221,0.6597
141,MSFT,RT  Microsoft   Dev  Did you know there are      million daily active users on  MicrosoftTeams   That s millions of users who might use you ,0.0,0.886,0.114,0.4019
142,MSFT,RT  MSFTnews  Through collaboration  Microsoft and its partners aim to transform industries  Read how Siemens developed MindSphere City Gra ,0.0,1.0,0.0,0.0
143,MSFT,RT  MSFTEnable  Together we have the collective power to create a path toward an inclusive recovery    In honor of  IDPD  learn about stori ,0.0,0.791,0.209,0.6486
144,MSFT,  msft xx     I wish I could ,0.0,0.526,0.474,0.4019
145,MSFT,RT  MSFTGameStack  It wasn t just the technology Azure has to offer that made  HiRezStudios choose it as a platform   It was the responsive ,0.0,0.894,0.106,0.3612
146,MSFT,RT  onedrive  Declutter your desk  With the  OneDrive mobile app  you can scan printed documents  business cards  and receipts    Read more ,0.0,1.0,0.0,0.0
147,MSFT, GeorgeASharp Adjust your Adderall Skippy  you re not Bill Gates and TSNP isn t MSFT ,0.0,1.0,0.0,0.0
148,MSFT,RT  Azure France    Lumi re sur les identit s num riques   Quel r le peuvent elles jouer dans votre strat gie de  transfonum   On vous en p ,0.0,1.0,0.0,0.0
149,MSFT,RT  msexcel  We re handing the keyboard over to Charles Simonyi  former lead developer of Excel  and frequent space tourist   to answer you ,0.0,0.88,0.12,0.4588
150,MSFT,RT  PlayCraftLearn  Help students begin their journey into the world of coding and  ComputerScience  Explore more than     hours of learnin ,0.0,0.876,0.124,0.4019
151,MSFT,RT  SquawkAlley  Microsoft s Cloud Chief  jlzander joined us for another  CNBC exclusive as the company announced two new products for Azur ,0.0,0.93,0.07,0.128
152,MSFT,RT  TechNetUK  Build business applications   Build apps with low code techniques to simplify  automate  and transform tasks and processes  ,0.104,0.896,0.0,-0.2732
153,MSFT,RT  msexcel  We re handing the keyboard over to Charles Simonyi  former lead developer of Excel  and frequent space tourist   to answer you ,0.0,0.88,0.12,0.4588
154,MSFT, AMZN  GOOGL  ORCL  MSFT all will be eying  SPLK with haircut,0.0,1.0,0.0,0.0
155,MSFT,RT  Azure  Learn how to build highly scalable applications using containers and how to deploy and manage them at scale with  Kubernetes on ,0.0,1.0,0.0,0.0
156,MSFT,RT  Microsoft   Dev  We are excited to welcome  LuiseFreese and  sebastienlevert as the new members to our Microsoft     Pattern and Practi ,0.0,0.779,0.221,0.6597
157,MSFT,RT  Microsoft   Dev  Did you know there are      million daily active users on  MicrosoftTeams   That s millions of users who might use you ,0.0,0.886,0.114,0.4019
158,FB, RDiditagain  funder Her stepson came out on FB and said she is addicted to Oxy  You nailed it ,0.0,1.0,0.0,0.0
159,FB, nitwa mugisha Fb,0.0,1.0,0.0,0.0
160,FB, anitwt get me to     please i fb  ,0.0,0.685,0.315,0.3182
161,FB,RT  Angelic twinkle   muskaan      SidShukla   But abhi sath mein krde toh achha hai  Fir baad mein ladka hath mein ni ayega   Rotte rhenge ,0.0,1.0,0.0,0.0
162,FB, yaw boosu  danielmaviiin Fb,0.0,1.0,0.0,0.0
163,FB,RT  simondolan   Facebook is planning a push to encourage users to take a vaccine  The move is part of a bid to win favour with Joe Bidens ,0.0,0.677,0.323,0.875
164,FB,RT  Zour       TTRPG            T sp    T fb     C  H  S       IAmArxi  affu    Ah sabr  Zarka    k a     glmsjd  Sd S      ubid  sh kh     ,0.0,1.0,0.0,0.0
165,FB, za      Za      beingrizwanAlii  FB ,0.0,1.0,0.0,0.0
166,FB,RT  RJtheOGalpaca  Love how Thai army didn t want to give money to their military government by buying billboards for Seokjin s birthday so ,0.0,0.784,0.216,0.6705
167,FB,RT  jordiPuignero    Dem   amb el president  KRLS  presentem  El    Poder  i  Mexplico al Punt de Trobada dels casals catalans de centre i ,0.0,1.0,0.0,0.0
168,FB,RT  OakGovEO  Visit our FB page today at      p m  to watch a live news conference with  OaklandCounty Executive David Coulter  BOC Chair D ,0.0,1.0,0.0,0.0
169,FB, miiddle child U av nt fb ,0.0,1.0,0.0,0.0
170,FB, Cellular ZA   ,0.0,1.0,0.0,0.0
171,FB, BrunoUxd Fb ,0.0,1.0,0.0,0.0
172,FB,RT  modest marisa  Hi everyone  I make cocoa bombs  cakes   amp  more  Would appreciate if you could retweet this  amp  support me    Please go and ,0.0,0.725,0.275,0.7893
173,FB,RT  DMurph BrownsPR  Three  Browns are currently leading their position in the AFC  ProBowlVote   FB  AndyJanovich  G  JoelBitonio  DE  Myl ,0.0,1.0,0.0,0.0
174,FB,RT  DiaIfb   PPG            AQSIfb  I M      S R         IfbIrf  Ch    A  DrIfb   DiaIfb  wasi fb  kzmi    K       SNK     BRae     zee o  ,0.0,1.0,0.0,0.0
175,FB, Eiggam     Follow for a fb  ,0.0,1.0,0.0,0.0
176,FB,RT  ODipaksingh                                                                                                   ODipaksingh               ,0.0,1.0,0.0,0.0
177,FB,RT  trvfishXX  Saw this on Fb and y all have to see it too   WOMEN        Duduzane    Themba    Dear South Africa  cyrilramaphosa  Presiden ,0.0,0.885,0.115,0.3818
178,FB, ohmnonsky Icha disini  Fb btw hyunk   ,0.0,1.0,0.0,0.0
179,FB, Itsyoaldrin friend ko yan both sa fb,0.0,0.652,0.348,0.4939
180,FB, THFC willo Fb bro,0.0,1.0,0.0,0.0
181,FB,Pls fb stans  lumayo kayo sa tiktok  di kayo welcome don pls lang  ,0.0,0.641,0.359,0.5574
182,FB, Skybabedxb   danielmaviiin Fb,0.0,1.0,0.0,0.0
183,FB,   MJannat  Baa lla  beingrizwanAlii fb ,0.0,1.0,0.0,0.0
184,FB,RT  ugames uk  There s still time to enter    On the  rd Day of Christmas    we re giving away our Harry Potter Hogwarts Express  D Puzzle  ,0.0,0.906,0.094,0.34
185,FB,RT  simondolan   Facebook is planning a push to encourage users to take a vaccine  The move is part of a bid to win favour with Joe Bidens ,0.0,0.677,0.323,0.875
186,FB,RT  ddheruiz  List      Please VET FB RT  LowfDog   razimp   girl reason   pureblue       scolegit     BarbLettieri   conversewearing   top ,0.0,0.773,0.227,0.4767
187,FB,RT  twinklejeonghan    unflop me please   let s do a follow spree and let s interact more  carats                CARATS FOLLOW SPREE   CARA ,0.0,0.881,0.119,0.3182
188,FB, FtblYJ Fb,0.0,1.0,0.0,0.0
189,FB,Wey que asco mis recuerdos de hace m s de   a os en fb JAJAJA,0.0,1.0,0.0,0.0
190,FB,RT  jutii    PPG            AQSIfb  I M      S R         IfbIrf  Ch    A  DrIfb   DiaIfb  wasi fb  kzmi    K       SNK     BRae     zee o  ,0.0,1.0,0.0,0.0
191,FB, Prezzzy   burnaboy Are you sure  FB,0.0,0.685,0.315,0.3182
192,FB,RT  sb dubai   TTRPG  Super  T sp    T fb     C  H  S       IAmArxi  glmsjd  Zarka    sqb    affu    Ah sabr  k a     Sd S    sh kh      ub ,0.0,0.813,0.187,0.5994
193,FB, KatereggamM  base town  oddsrasheed  MichealAyebs  BradleyCarlvin   IamHaxx  TheodrineT  jackie keila Fb plz,0.0,0.894,0.106,0.0772
194,FB,RT  simondolan   Facebook is planning a push to encourage users to take a vaccine  The move is part of a bid to win favour with Joe Bidens ,0.0,0.677,0.323,0.875
195,FB,follow my backup acc  i ll fb  kidrhlbieberb,0.0,1.0,0.0,0.0
196,FB,RT  trvfishXX  Saw this on Fb and y all have to see it too   WOMEN        Duduzane    Themba    Dear South Africa  cyrilramaphosa  Presiden ,0.0,0.885,0.115,0.3818
197,FB,deactivating my fb acc hoping that I ll focus on my modules instead HAHAHAH ,0.0,0.811,0.189,0.4215
198,FB, kalema cathy  SmGeral  SamalieNamale I fb asap,0.0,1.0,0.0,0.0
199,FB,RT  H M      PPG   Good afternoon             AQSIfb   I M        fskhann      Gulwesh   DrIfb         ifb i   kii g    Usam      AR gj     ,0.0,0.651,0.349,0.7096
200,FB,RT  RigauxNature  Messages du jour sur FB   des  leveurs  chasseurs  amp  autres anti loup diffusent publiquement mon adresse  ce n est pas la ,0.099,0.901,0.0,-0.3182
201,FB,RT  lisakeb     Just seen an advert for blinged out masks on FB   there are       comments all saying  how pretty  or  I d love one     Wha ,0.0,0.739,0.261,0.8126
202,FB, Limitsiz FB Gt canlar m ,0.0,0.588,0.412,0.2732
203,FB,RT  jamesperloff  Amazon banned my COVID book  Now FB blocks any post from my website  even ones   years old  FB Messenger blocks any messa ,0.239,0.702,0.06,-0.6249
204,FB, chandra          RVCJ FB    words from Bhakts Dictionary,0.0,1.0,0.0,0.0
205,FB,RT  INCIndia                                                                                                                               ,0.0,1.0,0.0,0.0
